pair_name,disease1_name,disease1_id,disease2_name,disease2_id,RR_score
cardiomegaly & osteoporosis,cardiomegaly,47,osteoporosis,226,1.624082
hypothalamic_diseases & leukemia_lymphocytic_chronic_b_cell,hypothalamic_diseases,138,leukemia_lymphocytic_chronic_b_cell,156,1.623892
cardiovascular_diseases & gout,cardiovascular_diseases,53,gout,119,1.623762
celiac_disease & hyperthyroidism,celiac_disease,55,hyperthyroidism,136,1.623631
hyperthyroidism & malabsorption_syndromes,hyperthyroidism,136,malabsorption_syndromes,178,1.623631
cardiomegaly & coronary_artery_disease,cardiomegaly,47,coronary_artery_disease,73,1.623017
cardiomegaly & myocardial_infarction,cardiomegaly,47,myocardial_infarction,198,1.622981
cardiomegaly & myocardial_ischemia,cardiomegaly,47,myocardial_ischemia,199,1.622981
rheumatic_diseases & spinocerebellar_degenerations,rheumatic_diseases,259,spinocerebellar_degenerations,274,1.622831
gastroenteritis & myeloproliferative_disorders,gastroenteritis,105,myeloproliferative_disorders,197,1.62282
arthritis_rheumatoid & uveal_diseases,arthritis_rheumatoid,18,uveal_diseases,291,1.622516
esophageal_diseases & immune_system_diseases,esophageal_diseases,99,immune_system_diseases,140,1.62242
blood_platelet_disorders & prostatic_neoplasms,blood_platelet_disorders,31,prostatic_neoplasms,245,1.62122
bile_duct_diseases & metal_metabolism_inborn_errors,bile_duct_diseases,27,metal_metabolism_inborn_errors,185,1.62098
carbohydrate_metabolism_inborn_errors & osteoporosis,carbohydrate_metabolism_inborn_errors,44,osteoporosis,226,1.620879
psoriasis & spastic_paraplegia_hereditary,psoriasis,248,spastic_paraplegia_hereditary,270,1.620613
anemia & dementia,anemia,9,dementia,81,1.620528
bone_diseases_metabolic & varicose_veins,bone_diseases_metabolic,36,varicose_veins,294,1.620172
graves_disease & heart_defects_congenital,graves_disease,121,heart_defects_congenital,125,1.618585
bone_diseases & celiac_disease,bone_diseases,34,celiac_disease,55,1.61826
bone_diseases & malabsorption_syndromes,bone_diseases,34,malabsorption_syndromes,178,1.61826
breast_diseases & spinal_cord_diseases,breast_diseases,41,spinal_cord_diseases,271,1.61781
coronary_disease & psoriasis,coronary_disease,74,psoriasis,248,1.617527
breast_diseases & dyskinesias,breast_diseases,41,dyskinesias,92,1.61685
joint_diseases & macular_degeneration,joint_diseases,149,macular_degeneration,177,1.616737
crohn_disease & pancreatic_diseases,crohn_disease,77,pancreatic_diseases,232,1.616265
adenocarcinoma & spinal_cord_diseases,adenocarcinoma,2,spinal_cord_diseases,271,1.615982
asthma & cardiomyopathies,asthma,19,cardiomyopathies,48,1.615762
asthma & cardiomyopathy_hypertrophic,asthma,19,cardiomyopathy_hypertrophic,50,1.615762
anemia & immunologic_deficiency_syndromes,anemia,9,immunologic_deficiency_syndromes,141,1.615684
anemia_hemolytic & heart_defects_congenital,anemia_hemolytic,11,heart_defects_congenital,125,1.61445
bone_diseases & leukemia_myeloid_acute,bone_diseases,34,leukemia_myeloid_acute,159,1.61376
basal_ganglia_diseases & bone_diseases_metabolic,basal_ganglia_diseases,25,bone_diseases_metabolic,36,1.613679
hair_diseases & spondylarthropathies,hair_diseases,122,spondylarthropathies,276,1.613005
stomatognathic_diseases & vasculitis,stomatognathic_diseases,279,vasculitis,296,1.612832
carbohydrate_metabolism_inborn_errors & hereditary_sensory_and_motor_neuropathy,carbohydrate_metabolism_inborn_errors,44,hereditary_sensory_and_motor_neuropathy,131,1.612186
carbohydrate_metabolism_inborn_errors & charcot_marie_tooth_disease,carbohydrate_metabolism_inborn_errors,44,charcot_marie_tooth_disease,60,1.612186
movement_disorders & vasculitis,movement_disorders,189,vasculitis,296,1.611489
crohn_disease & polyneuropathies,crohn_disease,77,polyneuropathies,242,1.610656
autoimmune_diseases & demyelinating_diseases,autoimmune_diseases,21,demyelinating_diseases,83,1.610255
retinitis_pigmentosa & spinocerebellar_ataxias,retinitis_pigmentosa,258,spinocerebellar_ataxias,273,1.610127
coronary_disease & lupus_erythematosus_systemic,coronary_disease,74,lupus_erythematosus_systemic,170,1.609972
blood_coagulation_disorders & leukemia_lymphocytic_chronic_b_cell,blood_coagulation_disorders,29,leukemia_lymphocytic_chronic_b_cell,156,1.609685
blood_coagulation_disorders_inherited & leukemia_lymphocytic_chronic_b_cell,blood_coagulation_disorders_inherited,30,leukemia_lymphocytic_chronic_b_cell,156,1.609685
bone_diseases_metabolic & lung_diseases_obstructive,bone_diseases_metabolic,36,lung_diseases_obstructive,168,1.609114
esophageal_diseases & muscular_dystrophies,esophageal_diseases,99,muscular_dystrophies,193,1.608658
abnormalities_multiple & arterial_occlusive_diseases,abnormalities_multiple,0,arterial_occlusive_diseases,15,1.608612
lymphoma & metabolism_inborn_errors,lymphoma,172,metabolism_inborn_errors,184,1.608478
anemia_aplastic & respiratory_tract_diseases,anemia_aplastic,10,respiratory_tract_diseases,253,1.608404
liver_cirrhosis_biliary & lymphoma,liver_cirrhosis_biliary,165,lymphoma,172,1.60811
asthma & graves_disease,asthma,19,graves_disease,121,1.60777
anemia_aplastic & colitis_ulcerative,anemia_aplastic,10,colitis_ulcerative,65,1.607075
amino_acid_metabolism_inborn_errors & intellectual_disability,amino_acid_metabolism_inborn_errors,7,intellectual_disability,146,1.606495
colitis_ulcerative & esophageal_diseases,colitis_ulcerative,65,esophageal_diseases,99,1.606062
blood_coagulation_disorders & cardiovascular_diseases,blood_coagulation_disorders,29,cardiovascular_diseases,53,1.605504
blood_coagulation_disorders_inherited & cardiovascular_diseases,blood_coagulation_disorders_inherited,30,cardiovascular_diseases,53,1.605504
crohn_disease & lupus_erythematosus_systemic,crohn_disease,77,lupus_erythematosus_systemic,170,1.605385
lysosomal_storage_diseases & osteoporosis,lysosomal_storage_diseases,175,osteoporosis,226,1.605094
amino_acid_metabolism_inborn_errors & retinitis_pigmentosa,amino_acid_metabolism_inborn_errors,7,retinitis_pigmentosa,258,1.604886
colitis_ulcerative & pancreatic_diseases,colitis_ulcerative,65,pancreatic_diseases,232,1.604018
blood_coagulation_disorders & head_and_neck_neoplasms,blood_coagulation_disorders,29,head_and_neck_neoplasms,123,1.603789
blood_coagulation_disorders_inherited & head_and_neck_neoplasms,blood_coagulation_disorders_inherited,30,head_and_neck_neoplasms,123,1.603789
genital_diseases_male & neuroendocrine_tumors,genital_diseases_male,111,neuroendocrine_tumors,216,1.603734
bone_diseases_metabolic & carbohydrate_metabolism_inborn_errors,bone_diseases_metabolic,36,carbohydrate_metabolism_inborn_errors,44,1.603392
lupus_erythematosus_systemic & pancreatic_diseases,lupus_erythematosus_systemic,170,pancreatic_diseases,232,1.602966
celiac_disease & graves_disease,celiac_disease,55,graves_disease,121,1.602208
graves_disease & malabsorption_syndromes,graves_disease,121,malabsorption_syndromes,178,1.602208
amino_acid_metabolism_inborn_errors & neoplasms_connective_and_soft_tissue,amino_acid_metabolism_inborn_errors,7,neoplasms_connective_and_soft_tissue,203,1.601606
breast_diseases & hair_diseases,breast_diseases,41,hair_diseases,122,1.601457
hemorrhagic_disorders & prostatic_neoplasms,hemorrhagic_disorders,129,prostatic_neoplasms,245,1.601358
lipid_metabolism_disorders & purine_pyrimidine_metabolism_inborn_errors,lipid_metabolism_disorders,161,purine_pyrimidine_metabolism_inborn_errors,249,1.601083
intestinal_neoplasms & muscular_dystrophies,intestinal_neoplasms,148,muscular_dystrophies,193,1.600602
blood_coagulation_disorders & bone_diseases,blood_coagulation_disorders,29,bone_diseases,34,1.600129
blood_coagulation_disorders_inherited & bone_diseases,blood_coagulation_disorders_inherited,30,bone_diseases,34,1.600129
arterial_occlusive_diseases & hypopigmentation,arterial_occlusive_diseases,15,hypopigmentation,137,1.600116
parkinsonian_disorders & spondylarthropathies,parkinsonian_disorders,235,spondylarthropathies,276,1.600034
goiter & lymphoma,goiter,117,lymphoma,172,1.599857
alzheimer_disease & dwarfism,alzheimer_disease,6,dwarfism,91,1.599839
colorectal_neoplasms & liver_cirrhosis,colorectal_neoplasms,68,liver_cirrhosis,164,1.599645
colorectal_neoplasms & liver_cirrhosis_biliary,colorectal_neoplasms,68,liver_cirrhosis_biliary,165,1.599645
lung_diseases_obstructive & lymphatic_diseases,lung_diseases_obstructive,168,lymphatic_diseases,171,1.599019
diabetes_mellitus_type_1 & vasculitis,diabetes_mellitus_type_1,85,vasculitis,296,1.598343
gout & hypopigmentation,gout,119,hypopigmentation,137,1.598163
hemorrhagic_disorders & spondylarthropathies,hemorrhagic_disorders,129,spondylarthropathies,276,1.597804
anemia_hemolytic & cardiomegaly,anemia_hemolytic,11,cardiomegaly,47,1.597742
joint_diseases & retinitis_pigmentosa,joint_diseases,149,retinitis_pigmentosa,258,1.597567
carbohydrate_metabolism_inborn_errors & hemorrhagic_disorders,carbohydrate_metabolism_inborn_errors,44,hemorrhagic_disorders,129,1.597516
myeloproliferative_disorders & spinocerebellar_ataxias,myeloproliferative_disorders,197,spinocerebellar_ataxias,273,1.597276
anemia_hemolytic & goiter,anemia_hemolytic,11,goiter,117,1.596404
intellectual_disability & psoriasis,intellectual_disability,146,psoriasis,248,1.595843
crohn_disease & vascular_diseases,crohn_disease,77,vascular_diseases,295,1.595461
adenocarcinoma & heart_arrest,adenocarcinoma,2,heart_arrest,124,1.595248
dwarfism & joint_diseases,dwarfism,91,joint_diseases,149,1.594905
carcinoma_renal_cell & glioma,carcinoma_renal_cell,46,glioma,114,1.594815
heart_defects_congenital & hyperthyroidism,heart_defects_congenital,125,hyperthyroidism,136,1.594666
epilepsy & sleep_disorders,epilepsy,98,sleep_disorders,269,1.594089
exophthalmos & heart_defects_congenital,exophthalmos,100,heart_defects_congenital,125,1.593956
parkinsonian_disorders & spondylitis,parkinsonian_disorders,235,spondylitis,277,1.593882
leukemia_b_cell & stomatognathic_diseases,leukemia_b_cell,155,stomatognathic_diseases,279,1.593113
bone_diseases_metabolic & crohn_disease,bone_diseases_metabolic,36,crohn_disease,77,1.59289
arthritis & carbohydrate_metabolism_inborn_errors,arthritis,17,carbohydrate_metabolism_inborn_errors,44,1.59285
colitis_ulcerative & mycobacterium_infections,colitis_ulcerative,65,mycobacterium_infections,196,1.592694
exophthalmos & hypopigmentation,exophthalmos,100,hypopigmentation,137,1.592272
autoimmune_diseases & nervous_system_diseases,autoimmune_diseases,21,nervous_system_diseases,211,1.592242
exophthalmos & varicose_veins,exophthalmos,100,varicose_veins,294,1.592124
cardiomegaly & varicose_veins,cardiomegaly,47,varicose_veins,294,1.590528
hair_diseases & parkinsonian_disorders,hair_diseases,122,parkinsonian_disorders,235,1.590043
blood_coagulation_disorders & movement_disorders,blood_coagulation_disorders,29,movement_disorders,189,1.58981
blood_coagulation_disorders_inherited & movement_disorders,blood_coagulation_disorders_inherited,30,movement_disorders,189,1.58981
arrhythmias_cardiac & uveal_diseases,arrhythmias_cardiac,14,uveal_diseases,291,1.589624
adrenal_gland_diseases & joint_diseases,adrenal_gland_diseases,4,joint_diseases,149,1.589579
behcet_syndrome & lung_diseases_obstructive,behcet_syndrome,26,lung_diseases_obstructive,168,1.588372
hair_diseases & spondylitis,hair_diseases,122,spondylitis,277,1.587779
cardiovascular_diseases & leprosy,cardiovascular_diseases,53,leprosy,153,1.587368
basal_ganglia_diseases & immune_system_diseases,basal_ganglia_diseases,25,immune_system_diseases,140,1.58731
myocardial_infarction & ovarian_diseases,myocardial_infarction,198,ovarian_diseases,228,1.586808
lupus_erythematosus_systemic & retinitis_pigmentosa,lupus_erythematosus_systemic,170,retinitis_pigmentosa,258,1.5868
blood_coagulation_disorders & craniofacial_abnormalities,blood_coagulation_disorders,29,craniofacial_abnormalities,76,1.586298
blood_coagulation_disorders_inherited & craniofacial_abnormalities,blood_coagulation_disorders_inherited,30,craniofacial_abnormalities,76,1.586298
dyskinesias & metal_metabolism_inborn_errors,dyskinesias,92,metal_metabolism_inborn_errors,185,1.586215
colitis_ulcerative & osteoporosis,colitis_ulcerative,65,osteoporosis,226,1.585512
graves_disease & precursor_cell_lymphoblastic_leukemia_lymphoma,graves_disease,121,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.582877
arthritis & hyperthyroidism,arthritis,17,hyperthyroidism,136,1.582386
bone_diseases_metabolic & retinitis_pigmentosa,bone_diseases_metabolic,36,retinitis_pigmentosa,258,1.58219
diabetes_mellitus_type_2 & liver_cirrhosis,diabetes_mellitus_type_2,86,liver_cirrhosis,164,1.581678
diabetes_mellitus_type_2 & liver_cirrhosis_biliary,diabetes_mellitus_type_2,86,liver_cirrhosis_biliary,165,1.581678
heart_arrest & nervous_system_diseases,heart_arrest,124,nervous_system_diseases,211,1.58157
leukemia_lymphocytic_chronic_b_cell & myocardial_ischemia,leukemia_lymphocytic_chronic_b_cell,156,myocardial_ischemia,199,1.581132
craniofacial_abnormalities & vasculitis,craniofacial_abnormalities,76,vasculitis,296,1.580676
albuminuria & colitis_ulcerative,albuminuria,5,colitis_ulcerative,65,1.57961
albuminuria & stomatognathic_diseases,albuminuria,5,stomatognathic_diseases,279,1.57961
colitis_ulcerative & proteinuria,colitis_ulcerative,65,proteinuria,246,1.57961
glioma & stomatognathic_diseases,glioma,114,stomatognathic_diseases,279,1.57961
proteinuria & stomatognathic_diseases,proteinuria,246,stomatognathic_diseases,279,1.57961
goiter & muscular_diseases,goiter,117,muscular_diseases,191,1.579176
arthritis & movement_disorders,arthritis,17,movement_disorders,189,1.578656
gout & lipid_metabolism_disorders,gout,119,lipid_metabolism_disorders,161,1.578271
diabetes_mellitus_type_1 & precursor_cell_lymphoblastic_leukemia_lymphoma,diabetes_mellitus_type_1,85,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.57822
gout & hypotrichosis,gout,119,hypotrichosis,139,1.578135
hypersensitivity & lung_diseases_obstructive,hypersensitivity,134,lung_diseases_obstructive,168,1.577496
metabolism_inborn_errors & spondylitis,metabolism_inborn_errors,184,spondylitis,277,1.577168
bone_diseases & cardiomyopathies,bone_diseases,34,cardiomyopathies,48,1.576998
bone_diseases & cardiomyopathy_hypertrophic,bone_diseases,34,cardiomyopathy_hypertrophic,50,1.576998
alzheimer_disease & cardiovascular_diseases,alzheimer_disease,6,cardiovascular_diseases,53,1.576641
graves_disease & immune_system_diseases,graves_disease,121,immune_system_diseases,140,1.576237
breast_diseases & sleep_disorders,breast_diseases,41,sleep_disorders,269,1.576193
arterial_occlusive_diseases & hair_diseases,arterial_occlusive_diseases,15,hair_diseases,122,1.575667
esophageal_diseases & polyneuropathies,esophageal_diseases,99,polyneuropathies,242,1.575571
blood_coagulation_disorders & neoplasms,blood_coagulation_disorders,29,neoplasms,200,1.57551
blood_coagulation_disorders_inherited & neoplasms,blood_coagulation_disorders_inherited,30,neoplasms,200,1.57551
glomerulonephritis & intellectual_disability,glomerulonephritis,115,intellectual_disability,146,1.57516
joint_diseases & varicose_veins,joint_diseases,149,varicose_veins,294,1.575067
esophageal_diseases & vasculitis,esophageal_diseases,99,vasculitis,296,1.574957
macular_degeneration & spinocerebellar_ataxias,macular_degeneration,177,spinocerebellar_ataxias,273,1.574947
dementia & spinocerebellar_degenerations,dementia,81,spinocerebellar_degenerations,274,1.574832
leukemia_b_cell & ovarian_diseases,leukemia_b_cell,155,ovarian_diseases,228,1.574733
heart_defects_congenital & myeloproliferative_disorders,heart_defects_congenital,125,myeloproliferative_disorders,197,1.57471
anemia_hemolytic & respiratory_tract_diseases,anemia_hemolytic,11,respiratory_tract_diseases,253,1.57404
intestinal_neoplasms & liver_cirrhosis,intestinal_neoplasms,148,liver_cirrhosis,164,1.573076
intestinal_neoplasms & liver_cirrhosis_biliary,intestinal_neoplasms,148,liver_cirrhosis_biliary,165,1.573076
charcot_marie_tooth_disease & leukemia_lymphocytic_chronic_b_cell,charcot_marie_tooth_disease,60,leukemia_lymphocytic_chronic_b_cell,156,1.572226
hereditary_sensory_and_motor_neuropathy & leukemia_lymphocytic_chronic_b_cell,hereditary_sensory_and_motor_neuropathy,131,leukemia_lymphocytic_chronic_b_cell,156,1.572226
diabetes_mellitus_type_2 & myocardial_infarction,diabetes_mellitus_type_2,86,myocardial_infarction,198,1.572176
diabetes_mellitus_type_2 & myocardial_ischemia,diabetes_mellitus_type_2,86,myocardial_ischemia,199,1.572176
coronary_artery_disease & diabetes_mellitus_type_2,coronary_artery_disease,73,diabetes_mellitus_type_2,86,1.57217
